ID;Spalte1;Haupteintrag;Nr;Funktion;Inhalt;Zusatz;Typ2
;;;118;;Verteidigung Frothars, Erzbischof von Bourges;Bourges;t:persName
p01614;;bischöflichen Vorgängers Barthélemy de Jur;635;;bischöflichen Vorgängers (Barthélemy de Jur;;t:persName
p01616;;Bischofs Wilhelm von Utrecht;283;;Bischofs Wilhelm von Utrecht;Utrecht;t:persName
p01617;;Bischof Theoderich;294;;Bischof T(heoderich);;t:persName
p01618;;Bischof Theoderich von Cambrai;55;;Bischof Theoderich von Cambrai;Cambrai;t:persName
p01619;;Bischof Thierry von Amiens;623;;Bischof T(hierry) von Amiens;Amiens;t:persName
p01621;;Bischof Ursio von Senlis;324;;Bischof (Ursio) von Senlis;Senlis;t:persName
;;;248;;Abt Fulco von Corbie;Corbie;t:persName
;;;253;;Abt (Fulco) von Corbie;Corbie;t:persName
;;;271;;Abt (Fulco) von Corbie;Corbie;t:persName
p01622;;Bischof von Amiens;296;;Bischof von Amiens;Amiens;t:persName
;;;332;;Fulco, Bischof von Beauvais;Beauvais;t:persName
;;;334;;Fulco, Bischof von Beauvais;Beauvais;t:persName
p01627;;Bischof von Arras;379;;Bischofs von Arras;Arras;t:persName
p01633;;Bischof von Beauvais;354;;Bischof von Beauvais;Beauvais;t:persName
;;;898;;F(ulco), Domdekan in Reims;Reims;t:persName
p01636;;Bischof von Cambrai;285;;Bischof von Cambrai;Cambrai;t:persName
;;;135;Empfänger;Erzbischof Fulco;;t:persName
;;;136;Empfänger;Erzbischof Fulco;;t:persName
;;;156;;Erzbischof Fulcos;;t:persName
p01640;;Bischof von Châlons;798;;Bischof von Châlons;Châlons;t:persName
;;;114;Aussteller;Fulcos, Erzbischof von Reims;Reims;t:persName
;;;115;Empfänger;Fulco, Erzbischof von Reims;Reims;t:persName
;;;116;Aussteller;Fulcos, Erzbischof von Reims;Reims;t:persName
;;;117;Aussteller;Fulcos, Erzbischof von Reims;Reims;t:persName
;;;118;Aussteller;Fulcos, Erzbischof von Reims;Reims;t:persName
;;;119;Empfänger;Fulco, Erzbischof von Reims;Reims;t:persName
;;;120;Aussteller;Fulcos, Erzbischof von Reims;Reims;t:persName
;;;121;Empfänger;Fulco, Erzbischof von Reims;Reims;t:persName
;;;122;Aussteller;Fulcos, Erzbischof von Reims;Reims;t:persName
;;;123;Empfänger;Fulco, Erzbischof von Reims;Reims;t:persName
;;;124;Empfänger;Fulco, Erzbischof von Reims;Reims;t:persName
;;;125;Empfänger;Fulco, Erzbischof von Reims;Reims;t:persName
;;;126;Empfänger;Erzbischöfe (Fulco von Reims);Reims;t:persName
;;;127;Empfänger;(Fulco, Erzbischof von Reims);Reims;t:persName
;;;128;Aussteller;Fulcos, Erzbischof von Reims;Reims;t:persName
;;;130;Empfänger;Fulco, Erzbischof von Reims;Reims;t:persName
;;;131;Aussteller;Fulcos, Erzbischof von Reims;Reims;t:persName
;;;132;Aussteller;Fulcos, Erzbischof von Reims;Reims;t:persName
;;;133;Empfänger;Fulco, Erzbischof von Reims;Reims;t:persName
;;;134;Empfänger;Fulco, Erzbischof von Reims;Reims;t:persName
;;;137;Empfänger;(Fulco), Erzbischof von Reims;Reims;t:persName
;;;138;Aussteller;Fulcos, Erzbischof von Reims;Reims;t:persName
;;;139;Empfänger;Fulco, Erzbischof von Reims;Reims;t:persName
;;;140;Empfänger;Fulco, Erzbischof von Reims;Reims;t:persName
;;;141;Empfänger;Fulco, Erzbischof von Reims;Reims;t:persName
;;;142;Empfänger;Fulco, Erzbischof von Reims;Reims;t:persName
;;;143;Aussteller;Fulcos, Erzbischof von Reims;Reims;t:persName
;;;144;Aussteller;Fulcos, Erzbischof von Reims;Reims;t:persName
;;;145;Aussteller;Fulcos, Erzbischof von Reims;Reims;t:persName
;;;146;Empfänger;Fulco, Erzbischof von Reims;Reims;t:persName
;;;147;Aussteller;Fulcos, Erzbischof von Reims;Reims;t:persName
;;;148;Aussteller;Fulcos, Erzbischof von Reims;Reims;t:persName
;;;150;Empfänger;Fulco, Erzbischof von Reims;Reims;t:persName
;;;151;Aussteller;Fulcos, Erzbischof von Reims;Reims;t:persName
;;;152;Empfänger;Fulco, Erzbischof von Reims;Reims;t:persName
;;;153;Aussteller;Fulcos, Erzbischof von Reims;Reims;t:persName
;;;154;Empfänger;Fulco, Erzbischof von Reims;Reims;t:persName
;;;155;Empfänger;Fulco, Erzbischof von Reims;Reims;t:persName
;;;1079b;;Erzbischof Fulcos (?) von Reims;Reims;t:persName
p01643;;Bischof von Châlons-en-Champagne;285;;Bischof von Châlons-en-Champagne;Châlons-en-Champagne;t:persName
p01647;;Bischof von Clermont-Ferrand, Puy-de-Dôme;928;;Bischof von Clermont(-Ferrand, Puy-de-Dôme);Clermont(-Ferrand, Puy-de-Dôme);t:persName
p01648;;Bischof von Die;296;;Bischof von Die;Die;t:persName
p01650;;Bischof von Dol;1112;;(Bischof) von Dol;Dol;t:persName
;;;1119c;Empfänger;);;t:persName
p01651;;Bischof von Langres;290;;Bischof von Langres;Langres;t:persName
;;;40;;Fulkrich, Vasall;;t:persName
p01653;;Bischof von Laon;418;;Bischof von Laon;Laon;t:persName
p01658;;Bischof von Lüttich;1042;;Bischof von Lüttich;Lüttich;t:persName
p01659;;Bischof von Lydda;933;;Bischofs von Lydda;Lydda;t:persName
p01660;;Bischof von Meaux;1062;;Bischof von Meaux;Meaux;t:persName
p01661;Bischof von Nîmes;Bischof von Nîmes;981;Empfänger;Bischof von Nîmes;Nîmes;t:persName
;;;168;;Fürsten;;t:persName
p01663;;Bischof von Noyon;289;;Bischofs von Noyon;Noyon;t:persName
p01667;;Bischof von Paris;294;;Bischofs von Paris;Paris;t:persName
o02439;;Fustor;795;Ort;Fustor;Fustor;t:placeName
p01668;;Bischof von Senlis;236;;Bischof von Senlis;Senlis;t:persName
;;;636;;G.;;t:persName
;;;672;;G.;;t:persName
;;;836;;G.;;t:persName
;;;865;;G.;;t:persName
p01670;;Bischof von Soissons;804;;Bischof von Soissons;Soissons;t:persName
p01674;;Bischof von Thérouanne;120;;Bischof von Thérouanne;Thérouanne;t:persName
;;;955;;armen Klerikers G.;;t:persName
p01675;;Bischof von Tournai;903;;Bischof von Tournai;Tournai;t:persName
;;;707;;armer Priester namens G.;;t:persName
p01676;;Bischof von Troyes;1062;;Bischof von Troyes;Troyes;t:persName
p01680;Bonifatius;Bonifatius;2;Aussteller;Bonifatius;;t:persName
p01684;Erzbischof von Bordeaux;Bordeaux;491;Empfänger;, Bordeaux;Bordeaux;t:persName
p01686;;Boso, Archidiakon;806;;Archid(iakon) Boso;;t:persName
p01688;;Boso, Bischof;926;;Bischofs Boso;;t:persName
p01689;Boso, Bischof von Châlons-en-Champagne;Boso, Bischof von Châlons-en-Champagne;736;;B(oso), Bischof von Châlons-en-Champagne;Châlons-en-Champagne;t:persName
p01690;;Boso, Graf;56;;Grafen Boso;;t:persName
p01692;;Boso aus Reims;471;;Boso aus Reims;Reims;t:persName
p01693;;Boso von Châlons-en-Champagne;486;Empfänger;B(oso) von Châlons-en-Champagne;Châlons-en-Champagne;t:persName
p01694;;Boten;51;;Boten;;t:persName
p01700;;Boten, Überbringer;951;;Boten, dem Überbringer;;t:persName
p01701;;Boten aus Afrika;134;;Boten aus Afrika;Afrika;t:persName
p01719;;Bovo, Dekan;736;;Dekans B(ovo);;t:persName
p01724;;Bruder;753;;Bruder;;t:persName
p01725;;Brüder;952;;Brüder;;t:persName
;;;752;;Priester G.;;t:persName
;;;922;;Priester G.;;t:persName
;;;941;;Priester G.;;t:persName
p01734;;Bruder, den König von Frankreich;665;;Bruder, den König von Frankreich;Frankreich;t:persName
p01735;;Brüder der Kirche von Verdun;238;;Brüder der Kirche von Verdun;Verdun;t:persName
;;;636;;Überbringer G.;;t:persName
p01736;;Brüder des Hospitals in Beauvais;873;;Brüder des Hospitals in Beauvais;Hospitals in Beauvais;t:persName
;;;958;;G., Überbringer des Schreibens;;t:persName
p01737;;Brüdern der Zisterzienserabtei Clairmarais arr. Saint-Omer, Pas-de-Calais;1024;;Brüdern der Zisterzienserabtei Clairmarais (arr. Saint-Omer, Pas-de-Calais);Zisterzienserabtei Clairmarais (arr. Saint-Omer, Pas-de-Calais);t:persName
p01739;;Brüdern der Zisterzienserabtei Ter Duinen bei Koksijde, Prov. Westflandern, Belgien, Diözese Tournai;1047;;Brüdern der Zisterzienserabtei Ter Duinen (bei Koksijde, Prov. Westflandern, Belgien, Diözese Tournai);Zisterzienserabtei Ter Duinen (bei Koksijde, Prov. Westflandern, Belgien, Diözese Tournai);t:persName
p01740;;Brüdern in Cambron c. Lens, arr. Mons, Hainaut;1119;;Brüdern in Cambron (c. Lens, arr. Mons, Hainaut);Cambron (c. Lens, arr. Mons, Hainaut);t:persName
p01741;;Brüdern von Luxeuil;422;;Brüdern von Luxeuil;Luxeuil;t:persName
p01742;;Brüder von Prémontré;861;;Brüder von Prémontré;Prémontré;t:persName
p01743;;Brüder von Saint-Remi;575;;Brüder von Saint-Remi;Saint-Remi;t:persName
p01745;;Bruinifidus;120;;Bruinifidus;;t:persName
p01746;;Bruno;304;;Brunos;;t:persName
o02481;;Gallia;225;Ort;Gallia;Gallia;t:placeName
o02482;;Gallien;40;Ort;Galliens;Galliens;t:placeName
;;;72;Ausstellungort;Gallien;Gallien;t:placeName
;;;111;Ort;Galliens;Galliens;t:placeName
;;;120;Ort;Gallien;Gallien;t:placeName
;;;126;Ort;Gallien;Gallien;t:placeName
;;;132;Ort;Gallien;Gallien;t:placeName
;;;199;Ort;Gallien;Gallien;t:placeName
;;;222;Ort;Galliens;Galliens;t:placeName
;;;241;Ort;Gallien;Gallien;t:placeName
;;;282;Ort;Gallien;Gallien;t:placeName
;;;294;Ausstellungort;Galliens;Galliens;t:placeName
;;;304;Ausstellungort;Gallien;Gallien;t:placeName
;;;304;Ausstellungort;Gallien;Gallien;t:placeName
;;;304;Ort;Galliens;Galliens;t:placeName
p01748;Bruno, Erzbischof von Köln;Bruno, Erzbischof von Köln;1127a;Empfänger;Erzbischof Bruno von Köln;Köln;t:persName
p01749;;Bruno, Lehrer der Kirche von Reims;289;;Bruno, den Lehrer der Kirche von Reims;Reims;t:persName
p01750;;Bruno, weder sein Kleriker noch sein Abkömmling oder Getaufter, sondern Kanoniker von Sankt Cunibert in Köln;304;;Bruno, weder sein Kleriker noch sein Abkömmling oder Getaufter, sondern Kanoniker von Sankt Cunibert in Köln;Sankt Cunibert in Köln;t:persName
;;;357;;Galo;;t:persName
p01751;;Burchard, Abt von Saint-Basle c. Verzy, arr. Reims, Marne;337;;(Burchard), Abt von Saint-Basle (c. Verzy, arr. Reims, Marne);Saint-Basle (c. Verzy, arr. Reims, Marne);t:persName
p01752;;Burchard, Bischof von Cambrai;410;;B(urchards), des Bischofs von Cambrai;Cambrai;t:persName
;;;626;;Abt Galter von Montier-en-Der;Montier-en-Der;t:persName
p01753;;Burchard, Bischof von Münster;392;;Burchard, Bischof von Münster;Münster;t:persName
p01754;;Burchard, Elekt;396;;Elekten (Burchard);;t:persName
;;;591;;Bischöfen (Galter) von Laon;Laon;t:persName
;;;654;;Bischof (Galter) von Laon;Laon;t:persName
;;;683;Empfänger;(Galter) Bischof von Laon;Laon;t:persName
;;;748;Empfänger;(Galter), Bischof von Laon;Laon;t:persName
;;;902;Empfänger;G(alter), Bischof von Laon;Laon;t:persName
;;;904;Empfänger;G(alter), Bischof von Laon;Laon;t:persName
;;;994;;Bischöfe (Galter) von Laon;Laon;t:persName
p01755;;Burdinus;408;;Burdinus;;t:persName
p01756;;Bürger aus Anagni;951;;Bürger aus Anagni;Anagni;t:persName
p01757;;Bürger aus Compiègne;756;;Bürger aus Compiègne;Compiègne;t:persName
p01758;;Bürgern von Châteauneuf;1097;;Bürgern von Châteauneuf;Châteauneuf;t:persName
p01760;;Bürger von Reims;1110b;Empfänger;Bürger von Reims;Reims;t:persName
p01761;;Bürger von Saint-Omer;1018;;Bürger von Saint-Omer;Saint-Omer;t:persName
;;;938;;Priester namens Galter;;t:persName
p01763;;Bürger von Saint-Quentin Aisne;1042;;Bürger von Saint-Quentin (Aisne);Saint-Quentin (Aisne);t:persName
p01764;;Burgherrn;1123a;;Burgherrn;;t:persName
p01765;;Burgleute;1110g;;Burgleute;;t:persName
p01767;;C., Äbtissin von Maubeuge arr. Avesnes-sur-Helpe, Nord;864;;C., Äbtissin von Maubeuge (arr. Avesnes-sur-Helpe, Nord);Maubeuge (arr. Avesnes-sur-Helpe, Nord);t:persName
;;;886;;(Galter) von Laon;Laon;t:persName
p01768;;C., des Erzbischofs Schwester und Gemahlin des Grafen von Toulouse, edlen Frau;677;;edlen Frau C., des Erzbischofs Schwester und Gemahlin des Grafen von Toulouse;Toulouse;t:persName
p01769;;C., Neffe des Papstes;617;;C., Neffe des Papstes;;t:persName
p01770;;C., Schwester;624;;Schwester C.;;t:persName
p01771;;C. de Tannières  c. Braine, arr. Soissons, Aisne, Ritter;794;;Ritter C. de Tannières (? c. Braine, arr. Soissons, Aisne);Tannières (? c. Braine, arr. Soissons, Aisne);t:persName
;;;304;;Bischof (Gaufrid) von Auxerre;Auxerre;t:persName
p01772;;Cadalus;250;;Cadalus;;t:persName
;;;440;;den Bischöfen G(aufrid) von Chartres;Chartres;t:persName
;;;475;Empfänger;Bischöfe G(aufrid) von Chartres;Chartres;t:persName
p01773;;Cadalus, Antichrist;263;;Antichristen (Cadalus);;t:persName
p01775;;Calixt, heiliger Märtyrer und Papst;136;;heiligen Märtyrers und Papstes Calixt;;t:persName
p01776;;Calixt, heiliger Papst;132;;heiligen Papstes Calixt;;t:persName
p01777;Calixt II., Papst;Calixt II.;398;Aussteller;Calixt II.;;t:persName
;;;451;Aussteller;G(aufrid) von Châlons;Châlons;t:persName
p01803;;castellana;725;;castellana;;t:persName
;;;440;;Gaufrid von Châlons-en-Champagne;Châlons-en-Champagne;t:persName
p01806;;Cellerar;769;;Cellerar;;t:persName
p01807;;Cencius, Kardinaldiakon von SantAdriano;661;;C(encius, Kardinaldiakon von Sant’Adriano);Sant’Adriano);t:persName
p01808;;Cencius, Neffe des Papstes und Akoluth;1133;;C(encius), Neffe des Papstes und Akoluth;;t:persName
p01809;;Cencius, Subdiakon, Notar und Legat des apostolischen Stuhles;1130;;Subdiakon Cenc(ius), seinen Notar und Legat des apostolischen Stuhles;;t:persName
p01810;;Cencius Frangipane;526;;C(encius) Frangip(ane);;t:persName
;;;620;;Bischof (Gautier de Mortagne) von Laon;Laon;t:persName
;;;634;Empfänger;(Gautier de Mortagne), Bischof von Laon;Laon;t:persName
;;;635;;G(autier de Mortagne), Bischof von Laon;Laon;t:persName
p01826;;Chartres;314;;, Chartres;Chartres;t:persName
p01830;;Châtelain der Festung;812;;Châtelain der Festung;;t:persName
p01831;;Châtillon-sur-Marne, arr. Reims, Marne;987;;, Châtillon(-sur-Marne, arr. Reims, Marne);Châtillon(-sur-Marne, arr. Reims, Marne);t:persName
p01834;Chlodwig, König;Chlodwig, König;1;;Chlodwig;;t:persName
p01835;;Chorbischöfe;35;;Chorbischöfe;;t:persName
p01836;;Christian;617;;Christi(an);;t:persName
p01837;;Christus;77;;Christi;;t:persName
p01845;;Clarembaldus;957;;Clarembaldus;;t:persName
p01846;Clemens III., Papst;Clemens III.;1120f;Aussteller;Clemens III.;;t:persName
p01859;;Clementia, Gräfin von Flandern;413;;Gräfin Clementia von Flandern;Flandern;t:persName
p01872;;Cluniazensermönche von Saint-Thibaut in Vitry-en-Perthois, c. et arr. Vitry-le-François, Marne;609;;(Cluniazenser)mönche von Saint-Thibaut in Vitry(-en-Perthois, c. et arr. Vitry-le-François, Marne);Saint-Thibaut in Vitry(-en-Perthois, c. et arr. Vitry-le-François, Marne);t:persName
p01880;;Codinus;925;;Codinus;;t:persName
p01881;Cölestin II., Papst;Cölestin II.;460;Aussteller;Cölestins II.;;t:persName
p01883;Cölestin III., Papst;Cölestin III.;1124;Aussteller;Cölestin III.;;t:persName
p01907;Cono, Kardinalbischof von Palestrina;Cono, Kardinalbischof von Palestrina;392;Aussteller;Conos, Kardinalbischof von Palestrina;Palestrina;t:persName
p01910;;Conrad, Elekt von Mainz;622;;C(onrad), Elekt von Mainz;Mainz;t:persName
p01911;Constantin, Scholaster in Fleury;Constantin, Scholaster in Fleury;203;Empfänger;Constantin, (Scholaster in Fleury);Fleury;t:persName
p01912;;Constanze, Gräfin von Toulouse;981;;Constanze, Gräfin von Toulouse;Toulouse;t:persName
p01921;;D.;849;;D.;;t:persName
p01922;;D., Bruder der Templer;803;;D., Bruder der Templer;;t:persName
p01924;;D., Diakon, Überbringer des Schreibens;807;;D., Diakon, Überbringer des Schreibens;;t:persName
p01925;;D., Überbringer;559;;Überbringers D.;;t:persName
p01926;D., Bischof  von Arras;D.  von Arras;463;Empfänger;D. (?) von Arras;Arras;t:persName
;;;204;;Gerbert;;t:persName
;;;205;;Gerbert;;t:persName
;;;206;Aussteller;Gerbert;;t:persName
;;;207;Empfänger;Gerbert;;t:persName
;;;208;;Gerbert;;t:persName
;;;214;;Gerbert;;t:persName
;;;215;Empfänger;Gerbert;;t:persName
;;;216;Aussteller;Gerbert;;t:persName
p01927;;Dänen;15;;Dänen;;t:persName
;;;201;;Gerberts;;t:persName
;;;202;;Gerberts;;t:persName
p01929;;Deiamicus, Diakon aus Laon;871;;Diakon Deiamicus aus Laon;Laon;t:persName
o02582;;Gergny c. La Capelle, arr. Vervins, Aisne;890;Ort;Gergny (c. La Capelle, arr. Vervins, Aisne);Gergny (c. La Capelle, arr. Vervins, Aisne);t:placeName
p01930;;Deiamicus, Kanoniker von Saint-Jean-au-Bourg in Laon;886;;Deiamicus, Kanoniker von Saint-Jean-au-Bourg (in Laon);Saint-Jean-au-Bourg (in Laon);t:persName
p01931;;Dekan;903;;Dekans;;t:persName
p01933;;Dekan, Thesaurar und Kapitel von Saint-Martin in Tours;1109;;Dekan, Thesaurar und Kapitel von Saint-Martin in Tours;Saint-Martin in Tours;t:persName
p01935;;Dekan de Roseio, Rozoy-sur-Serre;590;;Dekan (de Roseio, Rozoy-sur-Serre?);Roseio, Rozoy-sur-Serre?);t:persName
p01936;;Dekan in Vitry-en-Perthois, c. et arr. Vitry-le-François, ibid.;1031;;Dekan in Vitry(-en-Perthois, c. et arr. Vitry-le-François, ibid.);Vitry(-en-Perthois, c. et arr. Vitry-le-François, ibid.);t:persName
o02588;;Germigny-pend-la-Pie, bei Juniville, arr. Rethel, Ardennes;594;Ort;Germigny(-pend-la-Pie, bei Juniville, arr. Rethel, Ardennes);Germigny(-pend-la-Pie, bei Juniville, arr. Rethel, Ardennes);t:placeName
p01937;;Dekan und Brüder der Kollegiatskirche Saint-Pierre in Mézières;1120d;Empfänger;Dekan und Brüder der Kollegiatskirche Saint-Pierre in Mézières;Saint-Pierre in Mézières;t:persName
;;;637;;Germond;;t:persName
p01938;;Dekan und Domkapitel in Châlons;926;;Dekan und das (Dom)kapitel in Châlons;Châlons;t:persName
p01939;;Dekan und Domkapitel in Soissons;763;;Dekan und dem Domkapitel in Soissons;Soissons;t:persName
p01940;;Dekan und Kanoniker der Kathedrale von Soissons Aisne;744;;Dekan und den Kanonikern (der Kathedrale) von Soissons (Aisne);Kathedrale) von Soissons (Aisne);t:persName
p01941;;Dekan und Kanoniker der Kirche von Arras;900;;Dekan und Kanoniker der Kirche von Arras;Kirche von Arras;t:persName
;;;263;Empfänger;);;t:persName
;;;229;Empfänger;Erzbischof Gervasius von Reims;Reims;t:persName
;;;231;Aussteller;Gervasius’, Erzbischof von Reims;Reims;t:persName
;;;232;Empfänger;Gervasius, Erzbischof von Reims;Reims;t:persName
;;;233;Aussteller;Gervasius, Erzbischof von Reims;Reims;t:persName
;;;234;Empfänger;Gervasius, Erzbischof von Reims;Reims;t:persName
;;;235;Empfänger;Gervasius, Erzbischof von Reims;Reims;t:persName
;;;236;Aussteller;Gervasius, Erzbischof von Reims;Reims;t:persName
;;;237;Empfänger;Gervasius, Erzbischof von Reims;Reims;t:persName
;;;238;Empfänger;Gervasius, Erzbischof von Reims;Reims;t:persName
;;;239;Empfänger;Gervasius, Erzbischof von Reims;Reims;t:persName
;;;240;Aussteller;Gervasius, Erzbischof von Reims;Reims;t:persName
;;;241;Aussteller;Gervasius, Erzbischof von Reims;Reims;t:persName
;;;242;Aussteller;Gervasius, Erzbischof von Reims;Reims;t:persName
;;;243;Empfänger;Erzbischöfe Gervasius von Reims;Reims;t:persName
;;;244;Empfänger;Gervasius, Erzbischof von Reims;;t:persName
;;;245;Empfänger;Gervasius, Erzbischof von Reims;Reims;t:persName
;;;246;Empfänger;Erzbischöfe Gervasius von Reims;Reims;t:persName
;;;247;Empfänger;Erzbischöfe Gervasius von Reims;Reims;t:persName
;;;248;Empfänger;Gervasius, Erzbischof von Reims;Reims;t:persName
;;;249;Aussteller;Gervasius, Erzbischof von Reims;Reims;t:persName
;;;250;Empfänger;Gervasius, Erzbischof von Reims;Reims;t:persName
;;;251;Empfänger;Gervasius, Erzbischof von Reims;Reims;t:persName
;;;252;Empfänger;G(ervasius), Erzbischof von Reims;Reims;t:persName
;;;253;Empfänger;Gervasius, Erzbischof von Reims;Reims;t:persName
;;;254;Empfänger;Gervasius, Erzbischof von Reims;Reims;t:persName
;;;255;Empfänger;Gervasius, Erzbischof von Reims;;t:persName
;;;256;Aussteller;Gervasius’, Erzbischof von Reims;Reims;t:persName
;;;257;Empfänger;Gervasius, Erzbischof von Reims;Reims;t:persName
;;;258;Empfänger;Gervasius, Erzbischof von Reims;Reims;t:persName
;;;259;Empfänger;Gervasius, Erzbischof von Reims;Reims;t:persName
;;;260;Aussteller;Gervasius’, Erzbischof von Reims;Reims;t:persName
;;;261;Empfänger;Gervasius, Erzbischof von Reims;Reims;t:persName
;;;262;Aussteller;Gervasius’, Erzbischof von Reims;Reims;t:persName
;;;264;Aussteller;Gervasius, Erzbischof von Reims;Reims;t:persName
;;;265;Empfänger;Gervasius, Erzbischof von Reims;Reims;t:persName
;;;265a;Aussteller;Gervasius, Erzbischof von Reims;Reims;t:persName
;;;265b;Aussteller;Gervasius, Erzbischof von Reims;Reims;t:persName
;;;266;Empfänger;Gervasius, Erzbischof von Reims;Reims;t:persName
p01942;;Dekan und Kanoniker von Beauvais;1120a;;Dekans und der Kanoniker von Beauvais;Beauvais;t:persName
p01943;;Dekan und Kapitel von Cambrai;1083a;Empfänger;Dekan und Kapitel von Cambrai;Cambrai;t:persName
;;;367;Empfänger;);;t:persName
;;;370;Empfänger;Gervasius (von Rethel;Rethel;t:persName
;;;370;Empfänger;);;t:persName
;;;374;;Invasors Gervasius (von Rethel;Rethel;t:persName
;;;374;;);;t:persName
p01944;;Dekan und Kapitel von Meaux;1109b;Empfänger;Dekan und Kapitel von Meaux;Meaux;t:persName
;;;322;;Gervinus zum Bischof von Amiens;Amiens;t:persName
;;;328;;Gervinus, Bischof von Amiens;Amiens;t:persName
p01945;;Dekan und Thesaurar der Kirche von Noyon Oise;954;;Dekan und dem Thesaurar der Kirche von Noyon (Oise);Noyon (Oise);t:persName
p01946;;Dekan von Saint-Laurent in Rozoy-sur-Serre, arr. Laon, Aisne;700;;Dekan von Saint-Laurent in Rozoy(-sur-Serre, arr. Laon, Aisne);Saint-Laurent in Rozoy(-sur-Serre, arr. Laon, Aisne);t:persName
